CurrentDateTime,PlayerX,PlayerY,ColumnX,ColumnY,HitData
10-07-2024 10:00:13.540, -9.2048, -3.2, 4.2, -0.93, 0
10-07-2024 10:00:15.677, -9.2048, -3.2, 4.18, -0.93, 0
10-07-2024 10:00:15.687, -9.2048, -3.2, 4.14, -0.93, 0
10-07-2024 10:00:15.702, -9.2048, -3.2, 4.1, -0.93, 0
10-07-2024 10:00:15.719, -9.2048, -3.2, 4.06, -0.93, 0
10-07-2024 10:00:15.744, -9.2048, -3.2, 4.02, -0.93, 0
10-07-2024 10:00:15.761, -9.2048, -3.2, 3.98, -0.93, 0
10-07-2024 10:00:15.794, -9.2048, -3.2, 3.94, -0.93, 0
10-07-2024 10:00:15.801, -9.2048, -3.2, 3.9, -0.93, 0
10-07-2024 10:00:15.826, -9.2048, -3.2, 3.86, -0.93, 0
10-07-2024 10:00:15.840, -9.2048, -3.2, 3.82, -0.93, 0
10-07-2024 10:00:15.860, -9.2048, -3.2, 3.78, -0.93, 0
10-07-2024 10:00:15.885, -9.2048, -3.2, 3.74, -0.93, 0
10-07-2024 10:00:15.903, -9.2048, -3.2, 3.7, -0.93, 0
10-07-2024 10:00:15.926, -9.2048, -3.2, 3.66, -0.93, 0
10-07-2024 10:00:15.944, -9.2048, -3.2, 3.62, -0.93, 0
10-07-2024 10:00:15.960, -9.2048, -3.2, 3.58, -0.93, 0
10-07-2024 10:00:15.986, -9.2048, -3.2, 3.54, -0.93, 0
10-07-2024 10:00:16.001, -9.2048, -3.2, 3.5, -0.93, 0
10-07-2024 10:00:16.026, -9.2048, -3.2, 3.460001, -0.93, 0
10-07-2024 10:00:16.042, -9.2048, -3.2, 3.420001, -0.93, 0
10-07-2024 10:00:16.061, -9.2048, -3.2, 3.380001, -0.93, 0
10-07-2024 10:00:16.085, -9.2048, -3.2, 3.340001, -0.93, 0
10-07-2024 10:00:16.103, -9.2048, -3.2, 3.300001, -0.93, 0
10-07-2024 10:00:16.118, -9.2048, -3.2, 3.260001, -0.93, 0
10-07-2024 10:00:16.144, -9.2048, -3.2, 3.220001, -0.93, 0
10-07-2024 10:00:16.160, -9.2048, -3.2, 3.180001, -0.93, 0
10-07-2024 10:00:16.186, -9.2048, -3.2, 3.140001, -0.93, 0
10-07-2024 10:00:16.201, -9.2048, -3.2, 3.100001, -0.93, 0
10-07-2024 10:00:16.219, -9.2048, -3.2, 3.060001, -0.93, 0
