2024-05-27 10:32:52.971,0,-2.184,0,0,0
2024-05-27 10:32:53.443,0,-2.184,0,-0.09999999,0
2024-05-27 10:32:53.444,0,-2.184,0,-0.09999999,0
2024-05-27 10:32:53.474,0,-2.184,0,-0.3,0
2024-05-27 10:32:53.492,0,-2.184,0,-0.4,0
2024-05-27 10:32:53.527,0,-2.184,0,-0.5,0
2024-05-27 10:32:53.567,0,-2.184,0,-0.6,0
2024-05-27 10:32:53.609,0,-2.184,0,-0.6999999,0
2024-05-27 10:32:53.644,0,-2.184,0,-0.8,0
2024-05-27 10:32:53.686,0,-2.184,0,-0.9,0
2024-05-27 10:32:53.725,0,-2.184,0,-1,0
2024-05-27 10:32:53.766,0,-2.184,0,-1.15,0
2024-05-27 10:32:53.806,0,-2.184,0,-0.75,0
2024-05-27 10:32:53.845,0,-2.184,0,-0.35,0
2024-05-27 10:32:53.886,0,-2.184,0,0.04999995,0
2024-05-27 10:32:53.924,0,-2.184,0,0.4499999,0
2024-05-27 10:32:53.963,0,-2.184,0,0.8499999,0
2024-05-27 10:32:54.003,0,-2.184,0,1.25,0
2024-05-27 10:32:54.044,0,-2.184,0,1.65,0
2024-05-27 10:32:54.084,0,-2.184,0,2.05,0
2024-05-27 10:32:54.125,0,-2.184,0,2.45,0
2024-05-27 10:32:54.165,0,-2.184,0,2.85,0
2024-05-27 10:32:54.205,0,-2.184,0,3.25,0
2024-05-27 10:32:54.254,0,-2.184,0,-2.75,0
2024-05-27 10:32:54.284,0,-2.184,0,-2.35,0
2024-05-27 10:32:54.323,0,-2.184,0,-1.95,0
2024-05-27 10:32:54.364,0,-2.184,0,-1.55,0
2024-05-27 10:32:54.405,0,-2.184,0,-1.15,0
2024-05-27 10:32:54.444,0,-2.184,0,-0.75,0
2024-05-27 10:32:54.483,0,-2.184,0,-0.35,0
2024-05-27 10:32:54.525,0,-2.184,0,0.04999995,0
2024-05-27 10:32:54.565,0,-2.184,0,0.4499999,0
2024-05-27 10:32:54.604,0,-2.184,0,0.8499999,0
2024-05-27 10:32:54.645,0,-2.184,0,1.25,0
2024-05-27 10:32:54.684,0,-2.184,0,1.65,0
2024-05-27 10:32:54.725,0,-2.184,0,2.05,0
2024-05-27 10:32:54.765,0,-2.184,0,2.45,0
2024-05-27 10:32:54.806,0,-2.184,0,2.85,0
2024-05-27 10:32:54.845,0,-2.184,0,3.25,0
2024-05-27 10:32:54.884,0,-2.184,0,-2.75,0
2024-05-27 10:32:54.924,0,-2.184,0,-2.35,0
2024-05-27 10:32:54.963,0,-2.184,0,-1.95,0
2024-05-27 10:32:55.004,0,-2.184,0,-1.55,0
2024-05-27 10:32:55.045,0,-2.184,0,-1.15,0
2024-05-27 10:32:55.083,0,-2.184,0,-0.75,0
2024-05-27 10:32:55.124,0,-2.184,0,-0.35,0
2024-05-27 10:32:55.163,0,-2.184,0,0.04999995,0
2024-05-27 10:32:55.204,0,-2.184,0,0.4499999,0
2024-05-27 10:32:55.245,0,-2.184,0,0.8499999,0
2024-05-27 10:32:55.284,0,-2.184,0,1.25,0
2024-05-27 10:32:55.324,0,-2.184,0,1.65,0
2024-05-27 10:32:55.364,0,-2.184,5.29767,16,0
2024-05-27 10:32:55.405,0,-2.184,5.29767,15.9,0
2024-05-27 10:32:55.446,0,-2.184,5.29767,15.8,0
2024-05-27 10:32:55.484,0,-2.184,5.29767,15.7,0
2024-05-27 10:32:55.525,0,-2.184,0,-2.75,0
2024-05-27 10:32:55.564,0,-2.184,0,-2.35,0
2024-05-27 10:32:55.604,0,-2.184,0,-1.95,0
2024-05-27 10:32:55.644,0,-2.184,0,-1.55,0
2024-05-27 10:32:55.684,0,-2.184,0,-1.15,0
2024-05-27 10:32:55.723,0,-2.184,0,-0.75,0
2024-05-27 10:32:55.764,0,-2.184,0,-0.35,0
2024-05-27 10:32:55.804,0,-2.184,0,0.04999995,0
2024-05-27 10:32:55.844,0,-2.184,0,0.4499999,0
